,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
993,2022-05-14,2,53000,750,5 out of 18,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3154,2022-07-02,1,8500,400,Ground out of 1,Carpet Area,Dr Ranga Road,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3606,2022-05-05,3,14500,1107,4 out of 4,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
585,2022-05-16,2,13000,600,2 out of 4,Carpet Area,Mira Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
3341,2022-05-10,3,20000,1175,3 out of 4,Carpet Area,Lanchor Abode valley,Chennai,Furnished,Bachelors,2,Contact Owner
2514,2022-06-04,2,32000,1100,3 out of 3,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent
1349,2022-05-17,3,90000,890,20 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent
1007,2022-06-20,1,60000,500,5 out of 7,Carpet Area,"Green Gate Apartment, Pali Hill",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
674,2022-06-27,1,25000,410,4 out of 8,Carpet Area,Friends Colony,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2412,2022-05-13,2,40000,750,1 out of 4,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2903,2022-05-31,2,23000,900,2 out of 3,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,2,Contact Owner
447,2022-06-01,2,10000,1200,Ground out of 3,Super Area,Sodepur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3173,2022-07-02,2,15000,800,Ground out of 2,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3429,2022-06-18,2,6250,700,Ground out of 1,Super Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
359,2022-05-12,2,12000,756,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2064,2022-05-23,3,25000,1400,1 out of 7,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
4230,2022-05-25,2,11000,1200,2 out of 2,Super Area,"Troop Bazaar, Koti",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4588,2022-04-30,1,9000,600,2 out of 2,Super Area,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1690,2022-06-16,1,10000,415,3 out of 3,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
4116,2022-06-29,2,15000,800,Ground out of 3,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1548,2022-06-20,2,30000,1200,3 out of 4,Super Area,"Kalasipalyam, Kalasipalyam",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1247,2022-06-22,3,180000,1600,9 out of 16,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1985,2022-07-09,3,75000,2400,5 out of 14,Carpet Area,Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
294,2022-05-15,2,6500,600,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1547,2022-06-20,2,23000,1100,2 out of 3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Family,2,Contact Owner
2012,2022-07-06,3,43000,1680,4 out of 9,Carpet Area,Sarjapur Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent
588,2022-06-04,1,32000,450,10 out of 18,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2403,2022-06-20,4,350000,800,1 out of 4,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent
2129,2022-05-05,3,20000,1200,Ground out of 2,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4170,2022-06-12,2,9500,103,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4094,2022-07-06,2,16000,1135,3 out of 5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2719,2022-05-28,1,7500,150,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
425,2022-05-22,2,9000,1000,2 out of 3,Super Area,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2582,2022-05-18,2,9500,450,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
1054,2022-06-16,2,95000,750,7 out of 10,Carpet Area,Opera House,Mumbai,Furnished,Bachelors,2,Contact Agent
3616,2022-06-24,2,30000,900,2 out of 4,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4335,2022-04-28,2,18000,1000,Ground out of 2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
556,2022-07-09,4,190000,2079,4 out of 58,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
4143,2022-05-06,3,25000,1950,Ground out of 3,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3591,2022-05-25,2,15000,950,Ground out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4478,2022-05-12,2,16000,1050,2 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3881,2022-07-10,3,60000,3200,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4476,2022-05-20,2,12000,550,1 out of 4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4744,2022-07-06,3,45000,1500,23 out of 34,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Agent
1193,2022-07-07,1,35000,415,2 out of 7,Super Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1716,2022-05-25,2,14000,1100,Ground out of 2,Carpet Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2604,2022-05-05,2,12000,75,2 out of 4,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
3787,2022-05-19,3,35000,1152,10 out of 14,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
2828,2022-07-03,3,55000,1150,2 out of 4,Carpet Area,"Vikram Vihar, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
1704,2022-06-19,1,6000,300,Ground out of 2,Super Area,Ullal Upnagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2863,2022-04-29,2,10000,50,1 out of 2,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2618,2022-05-09,3,60000,1800,2 out of 3,Super Area,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2400,2022-05-12,2,11000,550,3 out of 5,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent
2139,2022-05-23,3,25000,2000,1 out of 1,Super Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2383,2022-06-30,1,20000,200,Ground out of 2,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner
4608,2022-06-27,3,16000,1550,1 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
1285,2022-07-06,1,25000,444,7 out of 17,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3460,2022-07-06,2,15000,1000,1 out of 3,Super Area,Iyyappanthangal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3500,2022-04-30,2,8500,450,1 out of 2,Carpet Area,"Suriyammapet, Saidapet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
4247,2022-06-22,2,8500,1200,Ground out of 2,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2087,2022-05-31,3,62000,1680,4 out of 15,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
1889,2022-05-31,2,17000,1100,1 out of 3,Super Area,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4521,2022-07-06,3,9000,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
1591,2022-06-12,2,15000,1130,Ground out of 4,Super Area,whitefield,Bangalore,Unfurnished,Family,2,Contact Owner
1346,2022-05-27,1,18000,300,3 out of 10,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
4212,2022-07-06,2,7000,950,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner
2162,2022-07-02,2,24000,990,14 out of 30,Carpet Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2396,2022-06-04,2,12000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
4471,2022-05-12,1,9000,750,2 out of 5,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2271,2022-07-06,2,10000,900,1 out of 1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
4268,2022-06-18,2,25000,1100,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3111,2022-05-20,4,55000,2400,1 out of 3,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
1137,2022-05-28,1,36000,380,12 out of 20,Carpet Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3552,2022-07-11,2,12000,550,Ground out of 1,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
972,2022-06-12,3,51500,1265,10 out of 28,Carpet Area,"Ambrosia Apartment, Borivali East",Mumbai,Unfurnished,Family,3,Contact Agent
795,2022-06-23,3,150000,1050,5 out of 7,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
3020,2022-06-28,2,22000,700,3 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1711,2022-06-04,2,20000,980,3 out of 4,Super Area,Mathikere,Bangalore,Furnished,Family,2,Contact Owner
36,2022-06-03,2,12500,800,2 out of 2,Carpet Area,Shyam Bazar,Kolkata,Unfurnished,Bachelors,1,Contact Agent
453,2022-06-01,2,12000,950,Ground out of 2,Super Area,"Satgachi, South Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
913,2022-07-06,2,62000,806,3 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
4543,2022-06-11,4,200000,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner
1199,2022-06-27,3,120000,1200,5 out of 14,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1274,2022-06-28,3,98000,1400,4 out of 15,Carpet Area,"Hubtown Sunmist, Chakala",Mumbai,Semi-Furnished,Family,2,Contact Agent
2375,2022-05-12,4,65000,3200,18 out of 19,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
37,2022-05-31,2,7000,630,Ground out of 3,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
974,2022-06-27,1,25000,325,17 out of 24,Carpet Area,"Mahalaxmi CHS, Worli",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
3195,2022-06-02,2,14000,717,1 out of 3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
983,2022-07-07,1,23500,400,1 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
3945,2022-06-02,3,55000,2430,7 out of 9,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
1418,2022-06-06,2,85000,900,27 out of 45,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1560,2022-06-16,2,16000,950,1 out of 1,Carpet Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
39,2022-06-24,1,10000,270,1 out of 2,Carpet Area,Jadavpur University,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1486,2022-05-27,2,40000,800,1 out of 3,Super Area,in Borivali West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3541,2022-07-02,3,17000,950,Ground out of 2,Carpet Area,"Kattupakkam, PH Road",Chennai,Unfurnished,Bachelors,3,Contact Owner
169,2022-04-30,4,40000,1300,1 out of 2,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
1355,2022-06-27,3,95000,1350,8 out of 16,Carpet Area,"Rajesh Raj Classic, Yari Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2785,2022-04-29,3,25000,1000,1 out of 4,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
3317,2022-06-22,3,26000,1567,3 out of 4,Carpet Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Owner
4509,2022-05-09,3,30000,1800,1 out of 5,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
3651,2022-07-06,2,13000,800,1 out of 1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2682,2022-06-18,3,30000,1800,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
4400,2022-05-22,1,13500,700,4 out of 4,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
1640,2022-06-14,3,40000,1840,5 out of 14,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1290,2022-06-16,3,140000,937,28 out of 39,Carpet Area,"Sheth Beaumonte, Sion Koliwada",Mumbai,Unfurnished,Family,4,Contact Agent
1380,2022-07-09,3,120000,1200,14 out of 35,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1933,2022-07-04,3,22000,1500,2 out of 4,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
579,2022-06-25,4,300000,1600,53 out of 78,Carpet Area,"Trump Tower, Worli",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3940,2022-04-29,3,22000,2000,Upper Basement out of 3,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3,Contact Owner
3160,2022-06-27,3,16000,1158,2 out of 4,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2030,2022-06-16,1,10000,400,2 out of 2,Carpet Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
892,2022-05-19,3,80000,850,19 out of 30,Carpet Area,"Oberoi Splendor, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3604,2022-07-08,1,9000,550,1 out of 2,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
780,2022-05-27,3,190000,1350,65 out of 76,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent
159,2022-05-25,1,6000,700,1 out of 2,Super Area,"VIP Nagar, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,2022-05-16,2,17000,1000,1 out of 3,Super Area,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3822,2022-06-02,1,7000,400,1 out of 3,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3216,2022-07-06,2,14000,840,Ground out of 3,Super Area,"Krishna Nagar-Chromepet, Chromepet",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2109,2022-06-14,1,6000,1200,3 out of 5,Carpet Area,Lakshmipura,Bangalore,Furnished,Bachelors,1,Contact Owner
849,2022-07-02,1,50000,413,5 out of 6,Carpet Area,Grant Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2737,2022-05-10,1,14000,60,1 out of 5,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2466,2022-06-04,1,5000,180,Ground out of 3,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
3334,2022-04-30,1,5000,800,1 out of 2,Super Area,"Tondiarpet, Ennore High Road",Chennai,Unfurnished,Family,1,Contact Owner
1596,2022-05-31,2,35000,1200,1 out of 5,Carpet Area,Mahatma Gandhi Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1776,2022-05-19,1,3500,150,2 out of 3,Super Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1913,2022-06-04,1,5500,600,Ground out of 3,Super Area,Rayasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1043,2022-06-13,1,75000,550,7 out of 10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
4479,2022-07-07,6,20000,2400,Ground out of 1,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner
1544,2022-07-06,1,12000,500,1 out of 4,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2736,2022-05-10,1,5500,400,2 out of 3,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
4688,2022-07-02,2,20000,1350,8 out of 14,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4386,2022-06-13,3,20000,1500,5 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
53,2022-04-23,2,15000,1000,Ground out of 2,Super Area,Bansdroni,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1796,2022-05-11,2,20000,1100,2 out of 3,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1911,2022-06-29,1,11000,600,Ground out of 3,Super Area,"Maruthi Extesnion, Rajajinagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3958,2022-07-10,3,35000,1600,8 out of 10,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Agent
2553,2022-06-18,2,20000,400,3,Super Area,"Kasturba Niketan, Lajpat Nagar 2",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2800,2022-05-23,2,7000,50,2 out of 5,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner
3727,2022-07-08,4,60000,2317,10 out of 12,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
3785,2022-07-10,2,12000,750,2 out of 2,Super Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
824,2022-05-26,3,69999,950,7 out of 12,Carpet Area,Chembur East,Mumbai,Unfurnished,Family,3,Contact Agent
4497,2022-06-21,3,25000,1700,5 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3178,2022-05-01,2,10000,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1389,2022-06-27,4,190000,1750,5 out of 17,Carpet Area,"Godrej The Trees, Pirojshah Nagar",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
884,2022-06-03,1,75000,550,6 out of 8,Carpet Area,Carter Road,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3469,2022-06-10,1,3500,500,1 out of 2,Super Area,Thirunagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1607,2022-07-07,1,12000,420,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1594,2022-06-20,2,9000,500,2 out of 5,Super Area,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
771,2022-06-28,3,120000,1379,17 out of 27,Carpet Area,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2611,2022-06-18,3,31000,900,3 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
3513,2022-05-06,3,39000,1170,Ground out of 3,Super Area,Teynampet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2273,2022-05-23,1,7000,600,2 out of 3,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1868,2022-06-27,2,15000,750,1 out of 4,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1085,2022-07-06,2,80000,670,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
4678,2022-06-13,2,16000,1080,3 out of 5,Carpet Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
1325,2022-07-06,2,43000,771,15 out of 37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1463,2022-06-09,3,60000,1000,1 out of 10,Carpet Area,Malad West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
806,2022-06-04,1,42000,600,5 out of 24,Super Area,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3408,2022-06-07,2,19000,1250,1 out of 2,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Semi-Furnished,Family,2,Contact Owner
4051,2022-07-06,2,10000,600,7 out of 7,Super Area,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2108,2022-05-27,3,100000,1800,2 out of 4,Carpet Area,Bilal Nagar-Sagayapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
3965,2022-07-10,3,45000,2200,3 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4703,2022-07-06,2,12000,950,4 out of 4,Super Area,"Anandbagh, Secunderabad, Moula Ali Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2234,2022-06-20,1,16000,550,1 out of 7,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
3211,2022-06-13,2,12000,1000,2 out of 2,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
963,2022-07-07,2,33000,825,12 out of 13,Super Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
3424,2022-07-10,2,24000,1150,5 out of 11,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
398,2022-06-03,1,6000,400,1 out of 2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2632,2022-05-12,1,8500,55,Ground out of 3,Super Area,Gharoli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
